,date,location,climat
14566,2014-07-25,Sydney Airport,chaud_humide
14577,2014-08-07,Sydney Airport,chaud_humide
14581,2014-08-11,Sydney Airport,chaud_humide
14584,2014-08-16,Sydney Airport,chaud_humide
14585,2014-08-25,Sydney Airport,chaud_humide
14588,2014-09-02,Sydney Airport,chaud_humide
14589,2014-09-09,Sydney Airport,chaud_humide
14592,2014-09-13,Sydney Airport,chaud_humide
14602,2014-09-25,Sydney Airport,chaud_humide
14612,2014-10-07,Sydney Airport,chaud_humide
14640,2014-11-15,Sydney Airport,chaud_humide
14648,2014-11-24,Sydney Airport,chaud_humide
14653,2014-11-30,Sydney Airport,chaud_humide
14654,2014-12-01,Sydney Airport,chaud_humide
14655,2014-12-03,Sydney Airport,chaud_humide
14656,2014-12-06,Sydney Airport,chaud_humide
14658,2014-12-10,Sydney Airport,chaud_humide
14667,2014-12-25,Sydney Airport,chaud_humide
14682,2015-01-10,Sydney Airport,chaud_humide
14688,2015-01-19,Sydney Airport,chaud_humide
14698,2015-02-04,Sydney Airport,chaud_humide
14706,2015-02-12,Sydney Airport,chaud_humide
14713,2015-02-20,Sydney Airport,chaud_humide
14715,2015-02-25,Sydney Airport,chaud_humide
14728,2015-03-13,Sydney Airport,chaud_humide
14733,2015-03-22,Sydney Airport,chaud_humide
14739,2015-03-30,Sydney Airport,chaud_humide
14741,2015-04-03,Sydney Airport,chaud_humide
14747,2015-04-16,Sydney Airport,chaud_humide
14748,2015-04-17,Sydney Airport,chaud_humide
14751,2015-04-25,Sydney Airport,chaud_humide
14753,2015-04-29,Sydney Airport,chaud_humide
14766,2015-05-19,Sydney Airport,chaud_humide
14768,2015-05-21,Sydney Airport,chaud_humide
14784,2015-06-09,Sydney Airport,chaud_humide
14785,2015-06-10,Sydney Airport,chaud_humide
14788,2015-06-15,Sydney Airport,chaud_humide
14789,2015-06-18,Sydney Airport,chaud_humide
14793,2015-06-25,Sydney Airport,chaud_humide
14797,2015-06-30,Sydney Airport,chaud_humide
14803,2015-07-07,Sydney Airport,chaud_humide
14806,2015-07-11,Sydney Airport,chaud_humide
14809,2015-07-16,Sydney Airport,chaud_humide
14813,2015-07-22,Sydney Airport,chaud_humide
14842,2015-08-22,Sydney Airport,chaud_humide
14849,2015-09-02,Sydney Airport,chaud_humide
14850,2015-09-05,Sydney Airport,chaud_humide
14860,2015-09-17,Sydney Airport,chaud_humide
14861,2015-09-18,Sydney Airport,chaud_humide
14864,2015-09-26,Sydney Airport,chaud_humide
14876,2015-10-11,Sydney Airport,chaud_humide
14882,2015-10-20,Sydney Airport,chaud_humide
14888,2015-11-01,Sydney Airport,chaud_humide
14889,2015-11-03,Sydney Airport,chaud_humide
14910,2015-12-09,Sydney Airport,chaud_humide
14915,2015-12-15,Sydney Airport,chaud_humide
14927,2016-01-03,Sydney Airport,chaud_humide
14938,2016-01-21,Sydney Airport,chaud_humide
14940,2016-01-25,Sydney Airport,chaud_humide
14942,2016-02-01,Sydney Airport,chaud_humide
14943,2016-02-03,Sydney Airport,chaud_humide
14978,2016-03-14,Sydney Airport,chaud_humide
14979,2016-03-18,Sydney Airport,chaud_humide
14981,2016-03-20,Sydney Airport,chaud_humide
14986,2016-03-27,Sydney Airport,chaud_humide
14991,2016-04-03,Sydney Airport,chaud_humide
14997,2016-04-11,Sydney Airport,chaud_humide
15002,2016-04-17,Sydney Airport,chaud_humide
15005,2016-04-22,Sydney Airport,chaud_humide
15011,2016-04-30,Sydney Airport,chaud_humide
15017,2016-05-08,Sydney Airport,chaud_humide
15018,2016-05-09,Sydney Airport,chaud_humide
15033,2016-05-28,Sydney Airport,chaud_humide
15034,2016-05-30,Sydney Airport,chaud_humide
15036,2016-06-03,Sydney Airport,chaud_humide
15045,2016-06-17,Sydney Airport,chaud_humide
15052,2016-06-27,Sydney Airport,chaud_humide
15056,2016-07-04,Sydney Airport,chaud_humide
15057,2016-07-06,Sydney Airport,chaud_humide
15059,2016-07-11,Sydney Airport,chaud_humide
15065,2016-07-22,Sydney Airport,chaud_humide
15075,2016-08-02,Sydney Airport,chaud_humide
15089,2016-08-22,Sydney Airport,chaud_humide
15090,2016-08-26,Sydney Airport,chaud_humide
15095,2016-09-01,Sydney Airport,chaud_humide
15101,2016-09-09,Sydney Airport,chaud_humide
15105,2016-09-13,Sydney Airport,chaud_humide
15108,2016-09-18,Sydney Airport,chaud_humide
15112,2016-09-24,Sydney Airport,chaud_humide
15113,2016-09-28,Sydney Airport,chaud_humide
15120,2016-10-12,Sydney Airport,chaud_humide
15124,2016-10-17,Sydney Airport,chaud_humide
15127,2016-10-21,Sydney Airport,chaud_humide
15132,2016-10-28,Sydney Airport,chaud_humide
15139,2016-11-08,Sydney Airport,chaud_humide
15140,2016-11-11,Sydney Airport,chaud_humide
15159,2016-12-04,Sydney Airport,chaud_humide
15160,2016-12-05,Sydney Airport,chaud_humide
15179,2017-01-04,Sydney Airport,chaud_humide
15181,2017-01-09,Sydney Airport,chaud_humide
15191,2017-01-24,Sydney Airport,chaud_humide
15196,2017-01-31,Sydney Airport,chaud_humide
15204,2017-02-14,Sydney Airport,chaud_humide
15206,2017-02-17,Sydney Airport,chaud_humide
15207,2017-02-19,Sydney Airport,chaud_humide
15211,2017-02-24,Sydney Airport,chaud_humide
15212,2017-02-28,Sydney Airport,chaud_humide
15213,2017-03-07,Sydney Airport,chaud_humide
15223,2017-03-28,Sydney Airport,chaud_humide
15228,2017-04-11,Sydney Airport,chaud_humide
15234,2017-04-19,Sydney Airport,chaud_humide
15239,2017-04-25,Sydney Airport,chaud_humide
15246,2017-05-03,Sydney Airport,chaud_humide
15254,2017-05-12,Sydney Airport,chaud_humide
15261,2017-05-19,Sydney Airport,chaud_humide
15274,2017-06-03,Sydney Airport,chaud_humide
15276,2017-06-06,Sydney Airport,chaud_humide
15283,2017-06-19,Sydney Airport,chaud_humide
15318,2009-02-12,Wagga Wagga,chaud_humide
15344,2009-03-12,Wagga Wagga,chaud_humide
15345,2009-03-14,Wagga Wagga,chaud_humide
15363,2009-04-03,Wagga Wagga,chaud_humide
15383,2009-04-24,Wagga Wagga,chaud_humide
15397,2009-05-15,Wagga Wagga,chaud_humide
15406,2009-05-25,Wagga Wagga,chaud_humide
15412,2009-06-02,Wagga Wagga,chaud_humide
15414,2009-06-06,Wagga Wagga,chaud_humide
15424,2009-06-21,Wagga Wagga,chaud_humide
15425,2009-06-23,Wagga Wagga,chaud_humide
15439,2009-07-11,Wagga Wagga,chaud_humide
15448,2009-07-26,Wagga Wagga,chaud_humide
15449,2009-07-27,Wagga Wagga,chaud_humide
15452,2009-08-01,Wagga Wagga,chaud_humide
15458,2009-08-07,Wagga Wagga,chaud_humide
15461,2009-08-11,Wagga Wagga,chaud_humide
15463,2009-08-15,Wagga Wagga,chaud_humide
15464,2009-08-16,Wagga Wagga,chaud_humide
15473,2009-08-28,Wagga Wagga,chaud_humide
15477,2009-09-03,Wagga Wagga,chaud_humide
15490,2009-09-17,Wagga Wagga,chaud_humide
15493,2009-09-21,Wagga Wagga,chaud_humide
15495,2009-09-26,Wagga Wagga,chaud_humide
15500,2009-10-02,Wagga Wagga,chaud_humide
15503,2009-10-06,Wagga Wagga,chaud_humide
15508,2009-10-11,Wagga Wagga,chaud_humide
15518,2009-10-25,Wagga Wagga,chaud_humide
15543,2009-11-25,Wagga Wagga,chaud_humide
15545,2009-11-29,Wagga Wagga,chaud_humide
15552,2009-12-08,Wagga Wagga,chaud_humide
15565,2009-12-27,Wagga Wagga,chaud_humide
15592,2010-02-10,Wagga Wagga,chaud_humide
15593,2010-02-12,Wagga Wagga,chaud_humide
15599,2010-02-21,Wagga Wagga,chaud_humide
15604,2010-02-27,Wagga Wagga,chaud_humide
15609,2010-03-04,Wagga Wagga,chaud_humide
15627,2010-03-28,Wagga Wagga,chaud_humide
15634,2010-04-06,Wagga Wagga,chaud_humide
15637,2010-04-10,Wagga Wagga,chaud_humide
15648,2010-04-23,Wagga Wagga,chaud_humide
15671,2010-05-24,Wagga Wagga,chaud_humide
15686,2010-06-16,Wagga Wagga,chaud_humide
15692,2010-06-25,Wagga Wagga,chaud_humide
15698,2010-07-05,Wagga Wagga,chaud_humide
15699,2010-07-07,Wagga Wagga,chaud_humide
15701,2010-07-10,Wagga Wagga,chaud_humide
15707,2010-07-19,Wagga Wagga,chaud_humide
15716,2010-07-28,Wagga Wagga,chaud_humide
15725,2010-08-09,Wagga Wagga,chaud_humide
15727,2010-08-14,Wagga Wagga,chaud_humide
15733,2010-08-23,Wagga Wagga,chaud_humide
15735,2010-08-25,Wagga Wagga,chaud_humide
15741,2010-09-03,Wagga Wagga,chaud_humide
15747,2010-09-14,Wagga Wagga,chaud_humide
15768,2010-10-06,Wagga Wagga,chaud_humide
15772,2010-10-12,Wagga Wagga,chaud_humide
15779,2010-10-23,Wagga Wagga,chaud_humide
15785,2010-10-30,Wagga Wagga,chaud_humide
15798,2010-11-13,Wagga Wagga,chaud_humide
15807,2010-11-25,Wagga Wagga,chaud_humide
15809,2010-11-27,Wagga Wagga,chaud_humide
15810,2010-11-30,Wagga Wagga,chaud_humide
15811,2010-12-02,Wagga Wagga,chaud_humide
15826,2010-12-25,Wagga Wagga,chaud_humide
15840,2011-01-09,Wagga Wagga,chaud_humide
15841,2011-01-11,Wagga Wagga,chaud_humide
15849,2011-01-22,Wagga Wagga,chaud_humide
15858,2011-02-01,Wagga Wagga,chaud_humide
15864,2011-02-11,Wagga Wagga,chaud_humide
15884,2011-03-09,Wagga Wagga,chaud_humide
15886,2011-03-13,Wagga Wagga,chaud_humide
15893,2011-03-23,Wagga Wagga,chaud_humide
15901,2011-05-02,Wagga Wagga,chaud_humide
15907,2011-05-10,Wagga Wagga,chaud_humide
15908,2011-05-12,Wagga Wagga,chaud_humide
15923,2011-06-03,Wagga Wagga,chaud_humide
15924,2011-06-04,Wagga Wagga,chaud_humide
15926,2011-06-07,Wagga Wagga,chaud_humide
15937,2011-06-20,Wagga Wagga,chaud_humide
15946,2011-07-03,Wagga Wagga,chaud_humide
15947,2011-07-05,Wagga Wagga,chaud_humide
15949,2011-07-08,Wagga Wagga,chaud_humide
15954,2011-07-13,Wagga Wagga,chaud_humide
15959,2011-07-24,Wagga Wagga,chaud_humide
15963,2011-07-30,Wagga Wagga,chaud_humide
15964,2011-07-31,Wagga Wagga,chaud_humide
15968,2011-08-05,Wagga Wagga,chaud_humide
15977,2011-08-16,Wagga Wagga,chaud_humide
15991,2011-09-04,Wagga Wagga,chaud_humide
15992,2011-09-05,Wagga Wagga,chaud_humide
15993,2011-09-06,Wagga Wagga,chaud_humide
15995,2011-09-09,Wagga Wagga,chaud_humide
16011,2011-09-27,Wagga Wagga,chaud_humide
16016,2011-10-06,Wagga Wagga,chaud_humide
16033,2011-10-24,Wagga Wagga,chaud_humide
16036,2011-10-28,Wagga Wagga,chaud_humide
16045,2011-11-06,Wagga Wagga,chaud_humide
16047,2011-11-09,Wagga Wagga,chaud_humide
16056,2011-11-19,Wagga Wagga,chaud_humide
16059,2011-11-24,Wagga Wagga,chaud_humide
16071,2011-12-10,Wagga Wagga,chaud_humide
16078,2011-12-18,Wagga Wagga,chaud_humide
16081,2011-12-22,Wagga Wagga,chaud_humide
16082,2011-12-24,Wagga Wagga,chaud_humide
16114,2012-01-29,Wagga Wagga,chaud_humide
16116,2012-02-02,Wagga Wagga,chaud_humide
16121,2012-02-09,Wagga Wagga,chaud_humide
16129,2012-02-17,Wagga Wagga,chaud_humide
16146,2012-03-14,Wagga Wagga,chaud_humide
16155,2012-03-27,Wagga Wagga,chaud_humide
16158,2012-04-01,Wagga Wagga,chaud_humide
16173,2012-04-18,Wagga Wagga,chaud_humide
16175,2012-04-22,Wagga Wagga,chaud_humide
16184,2012-05-01,Wagga Wagga,chaud_humide
16203,2012-05-24,Wagga Wagga,chaud_humide
16210,2012-06-02,Wagga Wagga,chaud_humide
16211,2012-06-04,Wagga Wagga,chaud_humide
16221,2012-06-16,Wagga Wagga,chaud_humide
16226,2012-06-21,Wagga Wagga,chaud_humide
16241,2012-07-12,Wagga Wagga,chaud_humide
16249,2012-07-25,Wagga Wagga,chaud_humide
16250,2012-07-27,Wagga Wagga,chaud_humide
16265,2012-08-16,Wagga Wagga,chaud_humide
16292,2012-09-18,Wagga Wagga,chaud_humide
16310,2012-10-06,Wagga Wagga,chaud_humide
16313,2012-10-11,Wagga Wagga,chaud_humide
16338,2012-11-06,Wagga Wagga,chaud_humide
16356,2012-11-27,Wagga Wagga,chaud_humide
16377,2013-01-28,Wagga Wagga,chaud_humide
16403,2013-03-27,Wagga Wagga,chaud_humide
16423,2013-04-21,Wagga Wagga,chaud_humide
16429,2013-04-29,Wagga Wagga,chaud_humide
16440,2013-05-12,Wagga Wagga,chaud_humide
16441,2013-05-16,Wagga Wagga,chaud_humide
16444,2013-05-20,Wagga Wagga,chaud_humide
16446,2013-05-22,Wagga Wagga,chaud_humide
16463,2013-06-11,Wagga Wagga,chaud_humide
16465,2013-06-18,Wagga Wagga,chaud_humide
16481,2013-07-11,Wagga Wagga,chaud_humide
16483,2013-07-13,Wagga Wagga,chaud_humide
16492,2013-07-28,Wagga Wagga,chaud_humide
16504,2013-08-11,Wagga Wagga,chaud_humide
16506,2013-08-14,Wagga Wagga,chaud_humide
16507,2013-08-16,Wagga Wagga,chaud_humide
16508,2013-08-18,Wagga Wagga,chaud_humide
16509,2013-08-21,Wagga Wagga,chaud_humide
16530,2013-09-13,Wagga Wagga,chaud_humide
16533,2013-09-18,Wagga Wagga,chaud_humide
16545,2013-10-01,Wagga Wagga,chaud_humide
16567,2013-10-27,Wagga Wagga,chaud_humide
16579,2013-11-10,Wagga Wagga,chaud_humide
16601,2013-12-04,Wagga Wagga,chaud_humide
16658,2014-02-14,Wagga Wagga,chaud_humide
16670,2014-03-05,Wagga Wagga,chaud_humide
16673,2014-03-08,Wagga Wagga,chaud_humide
16676,2014-03-11,Wagga Wagga,chaud_humide
16683,2014-03-21,Wagga Wagga,chaud_humide
16685,2014-03-24,Wagga Wagga,chaud_humide
16695,2014-04-09,Wagga Wagga,chaud_humide
16705,2014-04-22,Wagga Wagga,chaud_humide
16712,2014-04-29,Wagga Wagga,chaud_humide
16714,2014-05-02,Wagga Wagga,chaud_humide
16747,2014-06-16,Wagga Wagga,chaud_humide
16748,2014-06-18,Wagga Wagga,chaud_humide
16751,2014-06-21,Wagga Wagga,chaud_humide
16756,2014-07-03,Wagga Wagga,chaud_humide
16758,2014-07-05,Wagga Wagga,chaud_humide
16768,2014-07-17,Wagga Wagga,chaud_humide
16796,2014-08-16,Wagga Wagga,chaud_humide
16808,2014-09-01,Wagga Wagga,chaud_humide
16830,2014-09-24,Wagga Wagga,chaud_humide
16840,2014-10-06,Wagga Wagga,chaud_humide
16859,2014-11-01,Wagga Wagga,chaud_humide
16878,2014-11-23,Wagga Wagga,chaud_humide
16883,2014-11-30,Wagga Wagga,chaud_humide
16885,2014-12-03,Wagga Wagga,chaud_humide
16890,2014-12-10,Wagga Wagga,chaud_humide
16899,2014-12-23,Wagga Wagga,chaud_humide
16912,2015-01-08,Wagga Wagga,chaud_humide
16941,2015-02-14,Wagga Wagga,chaud_humide
16943,2015-02-17,Wagga Wagga,chaud_humide
16949,2015-02-23,Wagga Wagga,chaud_humide
16986,2015-04-04,Wagga Wagga,chaud_humide
16987,2015-04-06,Wagga Wagga,chaud_humide
16995,2015-04-16,Wagga Wagga,chaud_humide
17000,2015-04-24,Wagga Wagga,chaud_humide
17042,2015-06-15,Wagga Wagga,chaud_humide
17059,2015-07-09,Wagga Wagga,chaud_humide
17063,2015-07-21,Wagga Wagga,chaud_humide
17065,2015-07-26,Wagga Wagga,chaud_humide
17071,2015-08-01,Wagga Wagga,chaud_humide
17073,2015-08-04,Wagga Wagga,chaud_humide
17074,2015-08-05,Wagga Wagga,chaud_humide
17085,2015-08-17,Wagga Wagga,chaud_humide
17088,2015-08-21,Wagga Wagga,chaud_humide
17093,2015-09-02,Wagga Wagga,chaud_humide
17131,2015-10-11,Wagga Wagga,chaud_humide
17139,2015-10-20,Wagga Wagga,chaud_humide
17140,2015-10-21,Wagga Wagga,chaud_humide
17151,2015-11-04,Wagga Wagga,chaud_humide
17157,2015-11-12,Wagga Wagga,chaud_humide
17178,2015-12-08,Wagga Wagga,chaud_humide
17192,2015-12-25,Wagga Wagga,chaud_humide
17197,2016-01-01,Wagga Wagga,chaud_humide
17199,2016-01-04,Wagga Wagga,chaud_humide
17214,2016-01-22,Wagga Wagga,chaud_humide
17216,2016-01-26,Wagga Wagga,chaud_humide
17217,2016-01-30,Wagga Wagga,chaud_humide
17251,2016-03-10,Wagga Wagga,chaud_humide
17257,2016-03-17,Wagga Wagga,chaud_humide
17282,2016-04-16,Wagga Wagga,chaud_humide
17286,2016-04-21,Wagga Wagga,chaud_humide
17294,2016-04-29,Wagga Wagga,chaud_humide
17303,2016-05-16,Wagga Wagga,chaud_humide
17308,2016-05-22,Wagga Wagga,chaud_humide
17311,2016-05-25,Wagga Wagga,chaud_humide
17316,2016-06-02,Wagga Wagga,chaud_humide
17317,2016-06-06,Wagga Wagga,chaud_humide
17319,2016-06-09,Wagga Wagga,chaud_humide
17323,2016-06-16,Wagga Wagga,chaud_humide
17325,2016-06-21,Wagga Wagga,chaud_humide
17326,2016-06-23,Wagga Wagga,chaud_humide
17330,2016-07-04,Wagga Wagga,chaud_humide
17331,2016-07-10,Wagga Wagga,chaud_humide
17336,2016-07-18,Wagga Wagga,chaud_humide
17338,2016-07-21,Wagga Wagga,chaud_humide
17339,2016-07-24,Wagga Wagga,chaud_humide
17340,2016-07-26,Wagga Wagga,chaud_humide
17351,2016-08-09,Wagga Wagga,chaud_humide
17360,2016-08-19,Wagga Wagga,chaud_humide
17362,2016-08-22,Wagga Wagga,chaud_humide
17363,2016-08-24,Wagga Wagga,chaud_humide
17368,2016-08-30,Wagga Wagga,chaud_humide
17376,2016-09-13,Wagga Wagga,chaud_humide
17378,2016-09-17,Wagga Wagga,chaud_humide
17379,2016-09-20,Wagga Wagga,chaud_humide
17384,2016-09-26,Wagga Wagga,chaud_humide
17385,2016-09-28,Wagga Wagga,chaud_humide
17386,2016-10-02,Wagga Wagga,chaud_humide
17391,2016-10-10,Wagga Wagga,chaud_humide
17397,2016-10-16,Wagga Wagga,chaud_humide
17421,2016-11-23,Wagga Wagga,chaud_humide
17436,2016-12-15,Wagga Wagga,chaud_humide
17472,2017-03-03,Wagga Wagga,chaud_humide
17480,2017-03-22,Wagga Wagga,chaud_humide
17499,2017-04-21,Wagga Wagga,chaud_humide
17500,2017-04-24,Wagga Wagga,chaud_humide
17519,2017-05-23,Wagga Wagga,chaud_humide
17529,2017-06-05,Wagga Wagga,chaud_humide
17553,2009-01-08,Williamtown,chaud_humide
17559,2009-01-15,Williamtown,chaud_humide
17567,2009-01-24,Williamtown,chaud_humide
17598,2009-03-04,Williamtown,chaud_humide
17603,2009-03-13,Williamtown,chaud_humide
17604,2009-03-14,Williamtown,chaud_humide
17614,2009-03-26,Williamtown,chaud_humide
17617,2009-03-30,Williamtown,chaud_humide
17620,2009-04-06,Williamtown,chaud_humide
17625,2009-04-13,Williamtown,chaud_humide
17630,2009-04-18,Williamtown,chaud_humide
17631,2009-04-22,Williamtown,chaud_humide
17639,2009-05-02,Williamtown,chaud_humide
17640,2009-05-04,Williamtown,chaud_humide
17648,2009-05-18,Williamtown,chaud_humide
17652,2009-05-28,Williamtown,chaud_humide
17676,2009-07-06,Williamtown,chaud_humide
17683,2009-07-16,Williamtown,chaud_humide
17686,2009-07-22,Williamtown,chaud_humide
17708,2009-08-21,Williamtown,chaud_humide
17717,2009-09-03,Williamtown,chaud_humide
17719,2009-09-07,Williamtown,chaud_humide
17732,2009-09-22,Williamtown,chaud_humide
17737,2009-10-02,Williamtown,chaud_humide
17742,2009-10-17,Williamtown,chaud_humide
17745,2009-10-23,Williamtown,chaud_humide
17754,2009-11-05,Williamtown,chaud_humide
17755,2009-11-07,Williamtown,chaud_humide
17758,2009-11-12,Williamtown,chaud_humide
17766,2009-11-20,Williamtown,chaud_humide
17768,2009-11-23,Williamtown,chaud_humide
17769,2009-11-26,Williamtown,chaud_humide
17789,2009-12-21,Williamtown,chaud_humide
17792,2009-12-25,Williamtown,chaud_humide
17793,2009-12-29,Williamtown,chaud_humide
17802,2010-01-13,Williamtown,chaud_humide
17804,2010-01-16,Williamtown,chaud_humide
17811,2010-01-25,Williamtown,chaud_humide
17812,2010-01-27,Williamtown,chaud_humide
17814,2010-01-31,Williamtown,chaud_humide
17816,2010-02-02,Williamtown,chaud_humide
17817,2010-02-06,Williamtown,chaud_humide
17823,2010-02-13,Williamtown,chaud_humide
17832,2010-02-25,Williamtown,chaud_humide
17835,2010-02-28,Williamtown,chaud_humide
17836,2010-03-03,Williamtown,chaud_humide
17838,2010-03-05,Williamtown,chaud_humide
17841,2010-03-10,Williamtown,chaud_humide
17856,2010-03-29,Williamtown,chaud_humide
17860,2010-04-03,Williamtown,chaud_humide
17862,2010-04-06,Williamtown,chaud_humide
17865,2010-04-11,Williamtown,chaud_humide
17878,2010-04-24,Williamtown,chaud_humide
17882,2010-04-30,Williamtown,chaud_humide
17894,2010-05-16,Williamtown,chaud_humide
17895,2010-05-17,Williamtown,chaud_humide
17896,2010-05-21,Williamtown,chaud_humide
17897,2010-05-24,Williamtown,chaud_humide
17899,2010-06-02,Williamtown,chaud_humide
17900,2010-06-03,Williamtown,chaud_humide
17901,2010-06-06,Williamtown,chaud_humide
17909,2010-06-17,Williamtown,chaud_humide
17912,2010-06-20,Williamtown,chaud_humide
17925,2010-07-20,Williamtown,chaud_humide
17935,2010-08-22,Williamtown,chaud_humide
17941,2010-09-01,Williamtown,chaud_humide
17942,2010-09-02,Williamtown,chaud_humide
17946,2010-09-09,Williamtown,chaud_humide
17950,2010-09-14,Williamtown,chaud_humide
17964,2010-10-02,Williamtown,chaud_humide
17967,2010-10-08,Williamtown,chaud_humide
17969,2010-10-10,Williamtown,chaud_humide
17976,2010-10-23,Williamtown,chaud_humide
17982,2010-10-31,Williamtown,chaud_humide
17984,2010-11-04,Williamtown,chaud_humide
17986,2010-11-08,Williamtown,chaud_humide
17988,2010-11-10,Williamtown,chaud_humide
17992,2010-11-15,Williamtown,chaud_humide
18003,2010-11-30,Williamtown,chaud_humide
18009,2010-12-09,Williamtown,chaud_humide
18015,2010-12-16,Williamtown,chaud_humide
18017,2010-12-19,Williamtown,chaud_humide
18027,2011-01-05,Williamtown,chaud_humide
18028,2011-01-09,Williamtown,chaud_humide
18031,2011-01-12,Williamtown,chaud_humide
18033,2011-01-15,Williamtown,chaud_humide
18054,2011-02-22,Williamtown,chaud_humide
18061,2011-03-01,Williamtown,chaud_humide
18068,2011-03-10,Williamtown,chaud_humide
18072,2011-03-19,Williamtown,chaud_humide
18073,2011-03-20,Williamtown,chaud_humide
18078,2011-03-26,Williamtown,chaud_humide
18081,2011-03-31,Williamtown,chaud_humide
18084,2011-05-04,Williamtown,chaud_humide
18085,2011-05-09,Williamtown,chaud_humide
18090,2011-05-17,Williamtown,chaud_humide
18098,2011-06-28,Williamtown,chaud_humide
18102,2011-07-27,Williamtown,chaud_humide
18122,2011-09-28,Williamtown,chaud_humide
18138,2011-10-25,Williamtown,chaud_humide
18142,2011-10-30,Williamtown,chaud_humide
18151,2011-11-16,Williamtown,chaud_humide
18154,2011-11-30,Williamtown,chaud_humide
18155,2011-12-07,Williamtown,chaud_humide
18157,2011-12-11,Williamtown,chaud_humide
18165,2011-12-26,Williamtown,chaud_humide
18168,2012-01-08,Williamtown,chaud_humide
18171,2012-01-17,Williamtown,chaud_humide
18174,2012-01-31,Williamtown,chaud_humide
18177,2012-02-14,Williamtown,chaud_humide
18186,2012-03-19,Williamtown,chaud_humide
18197,2012-04-02,Williamtown,chaud_humide
18199,2012-04-10,Williamtown,chaud_humide
18200,2012-04-15,Williamtown,chaud_humide
18201,2012-04-29,Williamtown,chaud_humide
